Gene	1.D3_Contro	3.D6_Contro	5.D10_Contr	2.D3_Treate	4.D6_Treate	6.D10_Treat
9430019J16Rik	0	0	0	0	0	0
9430020K01Rik	9826.8432	8795.9397	7124.0521	7494.6113	5150.4667	5037.8917
9430021M05Rik	0	0	0	0	0	0
9430037G07Rik	33.2688	32.2125	64.6359	38.9645	26.0763	30.3537
9430038I01Rik	256.7033	204.3265	170.9262	276.4229	240.4914	220.6991
9430041J12Rik	0.9026	2.0092	0.012	0.0	0.0062	1.0744
9430060I03Rik	16.2377	4.0372	13.004	18.1855	8.377	26.8307
9430065F17Rik	16.9141	26.1777	61.4437	13.3856	56.1507	61.4742
9430069I07Rik	10.8759	13.0759	8.6453	5.363	4.2057	6.5306
9430076C15Rik	11.5991	26.1597	3.3976	19.0407	43.5176	2.3189
9430078K24Rik	35.0179	65.4132	91.5649	42.5419	15.7089	30.4012
9430083A17Rik	19.95	22.1311	17.2387	10.816	1.1103	8.733
9430091E24Rik	232.382	247.5979	198.9662	226.5335	184.3034	165.5919
9530002B09Rik	0	0	0	0	0	0
9530003J23Rik	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
9530014B07Rik	0	0	0	0	0	0
9530020I12Rik	4.3989	6.0435	3.3405	13.7248	13.4798	9.7156
9530026F06Rik	0	0	0	0	0	0
9530026P05Rik	2.7967	0.0012	0.0146	1.8514	0.0076	0.0147
9530027J09Rik	22.489	21.1397	28.0649	32.7401	22.9122	14.1705
9530036O11Rik	0	0	0	0	0	0
9530051G07Rik	0	0	0	0	0	0
9530052E02Rik	3.689	0.0023	0.0274	0.0	4.1208	2.1541
9530053A07Rik	21.8591	4.0357	3.3677	11.7731	18.674	9.7757
9530059O14Rik	0	0	0	0	0	0
9530062K07Rik	9.7059	22.1484	59.1076	16.1728	32.2541	28.1293
9530068E07Rik	19150.8371	21314.9928	20725.5308	17526.0204	17660.4983	17959.4674
9530077C05Rik	204.3481	193.2573	257.3046	253.704	206.1705	322.2352
9530080O11Rik	0	0	0	0	0	0
9530082P21Rik	1729.9961	1632.5675	1673.6646	1441.4507	1345.1487	1238.694
9530091C08Rik	19.9963	12.0786	0.106	33.126	5.261	0.1068
9630001P10Rik	0	0	0	0	0	0
9630013A20Rik	0.0	0.0003	0.0031	0.0	0.0016	1.0527
9630013K17Rik	46.1163	28.1849	14.1996	42.7187	28.1257	23.8683
9630028B13Rik	10.7286	13.0869	10.8724	12.6441	15.6103	23.644
9630028H03Rik	3.7705	0.001	0.0119	0.0	0.0062	0.012
9630028I04Rik	1.5936	15.105	22.7102	1.6161	27.0443	68.5799
9830107B12Rik	0	0	0	0	0	0
9830132P13Rik	0.0	0.0005	0.0062	0.0	2.0473	0.0062
9830147E19Rik	525.9758	543.5135	480.0429	457.5311	398.7764	348.4232
9830166K06Rik	0.0	0.0005	0.0062	0.0	1.031	1.0607
9930012K11Rik	430.4796	367.3817	516.7107	356.9137	286.3638	467.2673
9930014A18Rik	0	0	0	0	0	0
9930021J03Rik	5759.9199	5055.731	4055.6598	5688.971	4473.7032	4341.1675
9930104L06Rik	1136.4652	1162.5266	1143.9204	981.1485	1077.5725	1397.5585
9930111H07Rik	0.0	0.0039	6.3906	0.0	5.1776	8.4803
9930111J21Rik1	58.6919	39.2563	43.2447	40.7531	30.2379	38.9723
9930111J21Rik2	0.0	1.0056	0.0091	0.9162	0.0047	1.0679
A130010J15Rik	902.3764	832.3892	861.707	926.0016	789.179	632.9247
A130077B15Rik	0	0	0	0	0	0
A1bg	0	0	0	0	0	0
A1cf	0	0	0	0	0	0
A230001M10Rik	0	0	0	0	0	0
A230009B12Rik	0	0	0	0	0	0
A230020J21Rik	7.9468	9.068	34.349	17.1952	19.7711	19.4563
A230028O05Rik	111.6392	89.5869	216.9866	115.96	65.6659	100.6595
A230046K03Rik	9198.116	8498.0185	9030.1894	8657.9241	8023.913	8725.5098
A230050P20Rik	0.0	2.0099	0.0148	0.0	3.079	0.0149
A230056J06Rik	1.766	1.0101	4.2728	1.7794	4.1403	2.1803
A230056P14Rik	138.626	141.9219	210.7048	133.117	146.8116	163.3349
A230057D06Rik	99.3313	64.4161	68.0835	66.1645	34.4274	33.6778
A230065H16Rik	4.5137	3.0221	2.2124	5.4808	5.1912	3.271
A230070E04Rik	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
A230072C01Rik	129.5305	205.3278	301.4345	86.7653	194.69	235.7434
A230072E10Rik	1.7603	4.0231	2.1837	0.0	4.1438	4.2815
A230077H06Rik	0	0	0	0	0	0
A230103J11Rik	77.6043	49.323	46.5528	77.1576	43.7656	41.1975
A230108P19Rik	4.5194	3.0218	7.462	2.6742	4.1632	1.1471
A2m	0	0	0	0	0	0
A330009N23Rik	24.3123	24.1567	33.408	25.3811	23.9488	12.0275
A330015K06Rik	7.2918	5.0323	4.3394	3.5848	7.2532	0.0615
A330023F24Rik	124.2608	138.8967	145.9094	125.9297	123.8991	95.2861
A330032B11Rik	7.2309	13.0699	2.2455	6.3409	2.1255	5.4319
A330033J07Rik	108.845	18.1296	31.4232	56.3292	16.7393	4.5205
A330035P11Rik	146.7461	150.9794	179.437	114.0376	211.2854	149.3117
A330040F15Rik	49.4324	83.5325	54.116	66.1472	57.2817	71.3612
A330041J22Rik	19.7671	22.144	19.5009	16.2196	34.2807	21.6493
A330048O09Rik	3.6334	0.0034	4.2786	3.6544	2.094	2.1843
A330049N07Rik	0	0	0	0	0	0
A330050F15Rik	0.0	0.001	0.012	0.0	4.0891	0.0121
A330069E16Rik	35.0239	47.3059	51.8609	54.4262	41.6625	44.369
A330070K13Rik	0	0	0	0	0	0
A330074K22Rik	151.7192	72.472	91.8508	82.4581	38.6037	35.8701
A330076C08Rik	0	0	0	0	0	0
A330076H08Rik	121.6794	129.831	103.7772	122.417	61.49	42.3685
A330093E20Rik	0.0	1.005	1.0603	0.0	0.0032	0.0062
A330102I10Rik	8.0376	16.0959	2.2862	20.1592	10.417	6.5685
A3galt2	23.5062	14.096	10.9088	29.1838	18.7381	10.915
A430005L14Rik	632.077	668.3321	998.9334	586.9832	818.3158	1055.6733
A430033K04Rik	634.8903	631.0852	614.1269	558.0635	560.1405	662.0127
A430035B10Rik	82.7794	110.7132	112.3937	94.2069	94.7491	86.5852
A430046D13Rik	224.0955	290.8864	497.1324	219.1203	342.517	341.8168
A430078G23Rik	0	0	0	0	0	0
A430078I02Rik	29.5846	41.2697	38.971	43.4696	72.7725	43.2887
A430085M09Rik	0	0	0	0	0	0
A430088P11Rik	1.8421	1.0066	1.0798	0.901	0.0076	0.0148
A430089I19Rik	0	0	0	0	0	0
A430090L17Rik	3.5056	2.0208	3.3229	26.929	0.041	5.4494
A430093F15Rik	1.8321	2.0105	0.0174	0.8942	0.009	1.086
A430105I19Rik	879.8773	600.8977	1116.7137	727.4956	654.8975	716.1668
A4galt	2354.9265	2968.2063	2626.1744	2124.5901	1678.3315	1607.6103
A4gnt	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
A530006G24Rik	0	0	0	0	0	0
A530013C23Rik	39.7905	20.1365	32.3864	28.0902	27.073	15.2649
A530016L24Rik	0	0	0	0	0	0
A530032D15Rik	4.3744	10.0658	12.9251	4.4095	16.5924	12.9314
A530046M15Rik	1.7843	0.0027	2.1643	1.7966	4.1292	2.1654
A530050N04Rik	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
A530053G22Rik	0	0	0	0	0	0
A530058N18Rik	0	0	0	0	0	0
A530064D06Rik	0	0	0	0	0	0
A530065N20Rik	0.0	2.0076	0.0062	0.0	0.0032	0.0062
A530072M11Rik	51.2049	50.3343	110.0997	70.6508	74.9584	78.9452
A530088E08Rik	1.853	0.001	0.0119	0.0	2.057	0.012
A530099J19Rik	0.0	0.0012	0.0148	0.0	0.0077	5.2171
A630001G21Rik	290.711	276.8034	622.6263	337.8318	439.3604	742.909
A630010A05Rik	0	0	0	0	0	0
A630012P03Rik	6.9785	10.0789	2.3405	39.9557	56.0935	73.1129
A630019I02Rik	1.8322	2.0105	0.0173	1.8419	0.009	0.0174
A630020A06	2.7084	2.0144	3.2217	1.785	1.0615	3.2232
A630023A22Rik	2.7838	2.0105	1.0854	0.0	0.009	0.0175
A630023P12Rik	0	0	0	0	0	0
A630033H20Rik	5549.2091	5507.6515	5550.814	4610.7324	3218.1542	3162.1165
A630066F11Rik	107.0559	130.8495	199.8623	106.8076	151.9901	141.7125
A630072M18Rik	431.3779	484.1289	419.5012	415.8655	372.7396	317.0447
A630073D07Rik	0	0	0	0	0	0
A630075F10Rik	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
A630076J17Rik	0	0	0	0	0	0
A630077J23Rik	0.0	0.0003	0.0031	0.0	0.0016	1.0527
A630089N07Rik	118.7905	110.7236	185.8572	133.1498	70.8814	235.5703
A630095E13Rik	0	0	0	0	0	0
A630095N17Rik	0.9027	0.001	0.0119	1.8616	1.038	0.012
A730004F24Rik	0.9312	0.0003	0.0031	0.0	0.0016	0.0031
A730006G06Rik	0	0	0	0	0	0
A730008H23Rik	0.9111	0.0008	0.0091	0.9162	0.0047	1.0678
A730017C20Rik	0.0	0.0005	0.0062	0.0	2.0473	0.0062
A730017L22Rik	162.0606	209.3495	181.6297	145.7964	179.0689	159.0553
A730018C14Rik	0	0	0	0	0	0
A730020E08Rik	0	0	0	0	0	0
A730020M07Rik	9.8544	24.1371	9.7736	7.1497	5.2604	15.0912
A730036I17Rik	0.9312	0.0003	0.0031	0.0	0.0016	0.0031
A730043L09Rik	0.0	0.0005	0.0062	0.0	2.0473	0.0062
A730046J19Rik	0	0	0	0	0	0
A730056A06Rik	0.0	14.0871	21.4179	1.6575	25.8721	4.4377
A730082K24Rik	2.7719	0.0017	4.2067	0.0	0.0104	0.0201
A730085K08Rik	3.626	2.0154	4.2846	4.5914	1.0663	1.1303
A730090H04Rik	0.7563	13.0772	0.0899	13.7179	16.5676	7.6007
A730090N16Rik	21.6397	12.086	17.3346	31.911	19.7831	14.1376
A830009L08Rik	4.5741	0.0034	2.1835	0.0	3.1198	6.3677
A830010M20Rik	527.6957	531.4417	554.6534	573.5305	479.9801	576.5609
A830011K09Rik	0	0	0	0	0	0
A830018L16Rik	0.0	0.0003	0.0031	0.0	0.0016	1.0527
A830019L24Rik	0	0	0	0	0	0
A830052D11Rik	19.7265	31.1975	48.3849	21.6871	11.5236	21.6848
A830080D01Rik	2073.0937	1724.1648	1814.2678	2332.2166	1506.5348	1553.4775
A830082K12Rik	155.7115	188.2189	270.1311	143.0473	137.478	226.0142
A830082N09Rik	321.4648	325.1062	268.2178	388.747	361.2562	346.1586
A930001A20Rik	0	0	0	0	0	0
A930001C03Rik	71.9991	80.5212	75.7039	100.678	82.2437	60.662
A930002C04Rik	16.1625	24.1504	15.1874	25.4793	14.6051	15.1955
A930003A15Rik	0	0	0	0	0	0
A930003O13Rik	0.0	6.0273	3.2095	0.8617	2.0845	0.0323
A930004D18Rik	860.0982	729.7246	768.7164	784.645	514.3686	677.2149
A930005H10Rik	247.5104	331.1461	555.5058	232.7014	369.59	369.9491
A930006I01Rik	0	0	0	0	0	0
A930006K02Rik	0.0	0.0003	0.0031	0.0	1.0269	0.0032
A930007I19Rik	78.1916	138.8956	156.673	86.8569	141.5649	128.7157
A930009A15Rik	0	0	0	0	0	0
A930011G23Rik	0	0	0	0	0	0
A930012L18Rik	26.1688	14.0991	17.3622	31.8487	26.0073	17.3715
A930013F10Rik	336.0827	282.8263	169.8602	349.9236	186.405	123.4916
A930015D03Rik	87.2748	117.7591	128.5834	86.9035	99.9581	104.9354
A930016O22Rik	4.6531	3.0155	0.0248	0.8769	0.0129	0.025
A930017M01Rik	0.0	0.001	0.012	0.0	2.0571	2.1117
A930018P22Rik	0	0	0	0	0	0
A930019D19Rik	13.6169	4.0339	11.846	9.0469	8.3418	8.6732
A930024E05Rik	59.2862	112.7235	132.8244	46.0195	84.3475	113.5028
A930031H19Rik	0	0	0	0	0	0
A930041C12Rik	10.7169	11.0771	26.8386	8.0298	19.7472	15.1522
AA387883	0	0	0	0	0	0
AA388235	58.3398	85.5608	199.7158	47.8072	97.8899	179.3408
AA413626	24.3362	21.1386	20.571	32.7657	18.765	16.3029
AA414768	18.7598	37.2382	45.2959	16.1443	40.5693	38.8919
AA415398	75.4431	127.8318	216.0626	103.1601	190.4701	167.6264
AA465934	112.4916	132.8608	183.6657	101.3704	122.8694	146.0091
AA467197	14.3053	8.0636	15.21	33.7249	24.9621	28.0344
AA474331	95.3209	133.8679	142.7103	113.1735	163.4223	174.0676
AA536875	1.8322	2.0105	0.0173	1.8419	0.009	0.0174
AA543186	13.2947	39.2537	58.2125	23.4226	44.7419	48.5936
AA543401	0	0	0	0	0	0
AA545190	0	0	0	0	0	0
AA619741	0	0	0	0	0	0
AA792892	0	0	0	0	0	0
AA986860	200.7415	290.8769	190.3707	269.1381	297.7137	179.6678
AB124611	73.6738	126.8206	205.1707	86.8549	95.8246	148.1304
AF067061	0	0	0	0	0	0
AF067063	0	0	0	0	0	0
AF251705	0	0	0	0	0	0
AF357355	0	0	0	0	0	0
AF357359	0	0	0	0	0	0
AF357399	47.8316	28.1888	24.9695	52.6979	36.4464	33.5724
AF357425	0	0	0	0	0	0
AF357426	0	0	0	0	0	0
AF366264	0	0	0	0	0	0
AF529169	3.7129	0.0019	0.0224	1.825	0.0116	2.1414
AI115009	6.2137	4.0344	16.091	4.4135	8.3467	20.3261
AI118078	0.0	0.0017	0.0199	4.6996	0.0104	2.1347
AI182371	24.2281	24.1621	51.6929	24.3824	19.835	43.1566
AI197445	52.0781	79.5162	122.0022	64.235	73.9402	101.6065
AI314180	18680.7691	19053.3528	15992.1083	20165.3469	18818.1991	15912.7949
AI314278	0	0	0	0	0	0
AI317395	0.0	0.0021	0.0252	0.0	5.1352	4.228
AI413582	466.3756	572.7092	819.4001	390.347	514.34	777.666
AI414108	0.0	0.0015	0.0175	0.0	4.1013	2.1279
AI427809	0.0	0.0023	4.2355	0.0	2.0791	4.2371
AI429214	167.3992	189.2288	347.8945	162.0725	215.5117	190.4348
AI450353	84.5592	96.6284	115.6595	97.8135	77.092	159.9078
AI463170	8.073	12.0734	3.3461	18.3669	6.2768	5.4819
AI464131	7212.5967	6134.7117	4105.4091	5813.9813	4264.4561	3660.8039
AI467606	12.3722	39.258	29.3034	23.3885	66.5533	101.2387
AI504432	0	0	0	0	0	0
AI506816	420.5965	353.2898	269.3292	524.7589	365.4422	334.3152
AI507597	1.8322	0.0015	0.0173	1.8418	2.0652	0.0174
AI593442	0.0	0.0005	0.0062	0.0	2.0473	0.0062
AI597479	2790.7336	3128.2514	3267.3563	2852.1303	2865.1652	2799.6308
AI606473	57.8827	33.2172	20.6653	35.3247	34.3655	31.413
AI607873	3.4773	9.0587	8.659	3.5067	16.57	11.8391
AI646519	0	0	0	0	0	0
AI661453	0.0	2.0158	0.0447	1.7642	8.24	6.3844
AI662270	5.2896	5.0402	2.2831	12.7367	15.5636	20.3396
AI837181	4371.1427	5481.4855	5674.103	4405.0101	5534.5652	4694.8862
AI839979	123.3117	155.001	211.7245	78.6478	168.6264	106.1053
AI846148	2212.6361	2255.6015	2058.6254	1948.8079	2203.0003	2005.6164
AI847159	0	0	0	0	0	0
AI854517	0	0	0	0	0	0
AI854703	42.1379	45.3046	67.0935	80.6343	123.7906	117.7388
AI987944	807.7551	878.6879	937.3643	735.6257	853.7173	839.4566
AK010878	204.3811	177.1531	274.5365	204.7226	217.5994	243.3635
AU015228	15.2598	15.1011	20.5084	9.8415	21.8359	23.7152
AU015791	0	0	0	0	0	0
AU015836	0.0	0.0019	0.0226	1.8244	2.0726	4.2183
AU016765	0	0	0	0	0	0
AU018091	3.7394	2.0105	0.0173	0.0	0.009	0.0174
AU019823	1292.1783	1542.9909	1558.026	1479.4935	1806.3151	1848.6749
AU019990	0.0	2.0092	0.012	0.0	0.0062	2.1116
AU021063	0	0	0	0	0	0
AU021092	100.7291	59.3996	72.6055	148.5992	254.9156	216.1539
AU022252	1002.3084	996.4507	957.955	880.6052	1014.0424	945.4765
AU022751	0	0	0	0	0	0
AU022754	0.844	2.0144	6.3485	0.0	5.1586	0.0368
AU022793	0	0	0	0	0	0
AU023762	0.0	0.001	2.1108	1.8614	0.0062	0.012
AU040320	2993.4071	2990.3588	2284.6593	3055.1292	3508.5218	2180.9286
AU040972	18.0966	12.0809	8.7319	33.967	7.3388	1.2196
AU041133	491.5845	639.1381	915.6024	440.1908	643.4111	669.596
AV039307	39.6641	38.246	32.4662	38.99	29.1803	32.4831
AV051173	27.1861	14.0957	11.9753	23.6519	6.3174	22.6509
AV064505	0	0	0	0	0	0
AV320801	0	0	0	0	0	0
AW011738	123.3364	121.7912	163.1793	125.9097	130.1457	127.6669
AW046200	24.2243	20.1389	39.9299	21.6342	28.1298	56.0051
AW112010	3.5855	1.0119	12.6824	5.487	0.0276	0.0537
AW146154	220.524	280.819	407.4464	218.246	257.1775	322.3206
AW209491	779.7997	871.6444	872.5449	740.1375	1043.1692	1041.6778
AW495222	1.8321	0.0015	0.0173	1.8418	0.009	2.1275
AW549542	14.3077	31.1907	32.2804	12.5671	15.6503	17.3546
AW549877	6831.4499	7714.9458	7543.533	6487.0567	7939.5466	6632.3292
AW551984	0.0	2.0208	0.0791	6.3187	22.6857	10.7291
AW554918	1147.2978	1037.7206	1150.3877	1078.1479	1040.0907	1145.5781
AW822252	0	0	0	0	0	0
AY074887	44.1322	45.2922	32.5143	43.4889	48.9116	41.1248
AY358078	277.429	239.5516	211.9664	269.1323	194.7275	252.0401
AY512915	0	0	0	0	0	0
AY512931	12.852	0.0058	6.475	10.0998	3.1555	1.1704
AY702102	0	0	0	0	0	0
AY702103	0	0	0	0	0	0
AY761184	0	0	0	0	0	0
AY761185	0	0	0	0	0	0
Aaas	4927.7667	3622.4593	4013.4791	4734.8661	3803.2408	6700.264
Aacs	10206.0035	7854.8509	4850.3966	9688.2372	5351.3965	5124.4267
Aadac	0.0	0.0005	0.0062	0.0	2.0473	0.0062
Aadacl2	0	0	0	0	0	0
Aadacl3	0	0	0	0	0	0
Aadat	0	0	0	0	0	0
Aaed1	804.9632	1088.0439	1258.4523	706.5485	1418.9779	1097.9837
Aagab	1984.7178	2074.4334	2737.5289	1923.406	2161.3739	2783.2944
Aak1	26044.45	29673.1039	22463.1118	26958.6498	28323.5963	24032.4981
Aamdc	846.392	1125.2852	1756.7121	708.3519	953.6932	1227.7635
Aamp	9314.2157	10841.1859	11648.8197	8849.0373	10085.3137	10536.3711
Aanat	1.7503	4.0241	6.3813	1.7645	2.0985	2.1932
Aar2	2959.1673	2952.1125	2750.6059	3063.2715	2960.9391	2793.1364
Aard	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Aars	17576.6367	23659.1673	11006.8	17852.1754	39348.8368	10756.1446
Aars2	1614.7217	1399.0588	1310.4539	1550.234	1353.4661	1313.2977
Aarsd1	3430.1591	2939.0316	3519.2936	3277.0649	2755.874	3919.1614
Aasdh	540.2585	526.4129	853.9984	518.1679	620.5079	630.6651
Aasdhppt	2544.8767	2764.9007	2932.2007	2439.8555	2938.0244	2900.1938
Aass	0	0	0	0	0	0
Aatf	3467.0447	3711.0253	3478.2472	3553.3984	3876.0701	3564.4225
Aatk	29.1578	11.0758	11.9316	11.7296	9.4083	9.8061
Abat	67.4514	98.634	66.0311	80.6127	120.6903	69.2985
Abca1	441.0106	736.7806	1689.7241	768.162	1288.8804	1896.055
Abca12	2.5947	0.0064	0.0766	3.5413	28.8226	4.3814
Abca13	10.6391	2.0265	0.1364	19.8809	100.4187	5.5749
Abca14	0	0	0	0	0	0
Abca15	0	0	0	0	0	0
Abca16	0	0	0	0	0	0
Abca17	0.0	0.0012	3.1536	0.0	1.0412	1.0806
Abca2	2381.7575	3622.4534	4359.3414	2931.7851	4263.3499	4643.9137
Abca3	559.122	735.7636	761.1542	771.0436	845.3582	684.7851
Abca4	28.6125	39.264	91.7433	67.9766	107.1069	42.2988
Abca5	911.2039	1039.7378	579.7163	2168.4293	2320.4839	747.6551
Abca6	14.2248	14.1032	29.2221	32.6192	56.0963	44.2339
Abca7	1928.1235	1520.8492	1567.7703	1972.4873	1546.0764	1407.4385
Abca8a	68.2425	206.3183	195.5128	73.2123	130.1442	112.5602
Abca8b	136.7249	219.4198	168.7453	140.2911	404.8042	192.5921
Abca9	6862.1529	7956.5021	6846.1283	6537.8702	4178.0672	4212.5079
Abcb10	3391.4987	3024.5809	2944.1152	2820.4204	2289.4618	3000.8069
Abcb11	3.5847	2.0172	2.21	1.7439	5.1891	8.5118
Abcb1a	42.2003	40.2695	29.3503	94.4558	116.4329	39.0605
Abcb1b	3559.1363	2848.4371	1478.1537	3311.6544	2209.2769	1514.6161
Abcb4	1.7721	4.0219	1.1199	1.7851	4.1366	1.1207
Abcb5	1.8652	0.0008	0.0091	0.9163	0.0047	0.0091
Abcb6	1348.9335	1445.3603	1080.2402	1569.221	2413.2001	1536.1184
Abcb7	1515.5416	1637.6041	1415.3668	1884.5585	1733.4631	2139.6364
Abcb8	2141.4497	2318.0066	1947.3015	2055.7159	2806.8056	2191.6688
Abcb9	1.6396	12.0767	9.7558	9.9409	28.9511	2.2886
Abcc1	12528.5317	8863.3814	6792.1879	9783.2819	6307.1412	5931.424
Abcc10	650.9755	697.5217	939.5291	769.1626	1107.6902	925.9604
Abcc12	3.6114	5.0283	4.2965	3.6336	2.1001	0.0464
Abcc2	2.7422	1.0086	0.0272	3.7077	2.0785	0.0274
Abcc3	6.1924	1.0168	4.4354	15.4942	27.9317	11.8926
Abcc4	1880.4365	1504.7425	1278.0453	1700.651	1495.0504	1197.5967
Abcc5	8014.8053	7991.7386	8339.2797	7249.0415	7573.0954	6578.2634
Abcc6	5.3127	13.0775	6.5379	1.6749	11.4264	15.009
Abcc8	0	0	0	0	0	0
Abcc9	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Abcd1	2523.3882	2270.6994	2534.2694	2032.1747	1510.7196	1946.1338
Abcd2	22.2704	21.1529	21.8217	42.4287	116.4879	202.627
Abcd3	5689.5985	5675.7457	5554.1444	5851.0937	5642.8604	5215.2158
Abcd4	1263.5634	1162.5225	888.8037	1162.4802	946.3936	701.1039
Abce1	16088.0764	16268.3253	16067.7713	16899.0844	18555.8283	18762.0748
Abcf1	10765.9485	10346.988	9877.8814	10609.51	9789.6427	10145.8712
Abcf2	8162.4977	7176.464	6990.0124	7866.9794	7718.8501	8300.3475
Abcf3	4528.76	4958.0997	5157.3211	4586.2383	5162.8967	5145.9381
Abcg1	0	0	0	0	0	0
Abcg2	4224.4442	3874.0828	3844.7748	4510.2232	3853.187	3630.44
Abcg3	0.0	4.0271	13.7508	0.8166	4.1689	3.2771
Abcg4	119.9106	69.4565	67.1276	124.2778	97.8539	63.9288
Abcg5	0.0	0.001	0.012	0.9081	2.0571	1.0744
Abcg8	1.6731	0.0067	4.3884	0.7823	22.6928	13.8973
Abhd1	14.4223	17.1061	8.7282	15.4359	13.5367	10.8652
Abhd10	1475.1071	1312.4993	1346.112	1320.0456	1197.314	1613.9292
Abhd11	1004.9534	1027.6556	1146.0629	1077.2432	1212.8843	1105.5657
Abhd11os	8.9245	12.0793	14.035	16.3842	8.3661	15.1043
Abhd12	5220.3249	6321.93	6601.8143	4892.4014	8177.9271	7299.6921
Abhd12b	0.0	0.0008	0.0091	0.0	3.0679	0.0092
Abhd13	3161.7629	3386.927	2745.2406	3277.9738	3592.8822	3554.6494
Abhd14a	1082.3801	1230.9702	1299.592	1071.7558	1353.438	1390.0241
Abhd14b	2653.927	2300.8982	3008.8907	2326.6382	1779.3225	2375.5648
Abhd15	115.0386	160.0473	328.5879	186.5166	223.8693	543.6671
Abhd16a	3516.6229	3494.6234	3034.9724	3238.1002	3577.268	3000.855
Abhd16b	15.3028	21.1296	21.5271	10.7887	4.2357	18.3463
Abhd17a	4082.0956	4444.7764	4963.7548	3839.6506	4381.0284	4758.6533
Abhd17b	5215.9099	6157.8614	5477.3544	5006.6459	5167.0721	4163.7899
Abhd17c	2820.5682	2442.8148	1856.5122	2547.7548	2330.029	2270.6461
Abhd2	5003.5657	4940.9777	3320.4134	4021.8631	2566.4142	2112.8415
Abhd3	17.8639	16.1148	33.4968	39.966	55.0521	21.7236
Abhd4	5188.8654	6613.8127	6119.5647	4766.5082	5822.9634	4487.2318
Abhd5	2149.5211	2371.3538	2588.3796	2220.6095	2637.1383	2652.4558
Abhd6	39.47	35.2395	34.7428	120.8845	82.1997	69.2097
Abhd8	2797.9714	2618.9575	3572.1766	2424.4509	1799.1183	3301.4685
Abi1	6923.349	7058.6975	6172.6154	6378.36	7457.5052	5849.1481
Abi2	6873.8173	8084.3324	5697.9937	7590.7012	5401.3575	6070.8959
Abi3	130.2856	183.2046	396.9685	394.8302	1164.8949	2189.6871
Abi3bp	186.1196	584.8043	1067.3194	1272.7936	4465.0968	4765.6685
Abl1	15934.2691	14299.5721	10547.1811	13004.1395	9271.2017	9785.7132
Abl2	6002.982	6149.8142	4561.6849	6362.1002	7289.8644	5392.6348
Ablim1	8839.9406	5873.0229	6206.0787	7463.9246	3288.9719	3187.0415
Ablim2	5.1758	4.0408	2.3391	17.9872	69.5343	81.6273
Ablim3	0	0	0	0	0	0
Abo	0.9312	0.0003	0.0031	0.0	0.0016	0.0031
Abr	7693.2192	9097.9013	8026.8925	8693.2432	10294.5479	10450.8616
Abra	3.4295	6.0484	10.8637	8.9671	38.2833	15.1276
Abracl	5060.1285	4173.0218	4922.719	4705.8438	4363.35	6314.1449
Abt1	1170.669	1079.9962	1290.942	1187.7704	1217.0719	1424.6255
Abtb1	859.9482	1085.0218	1089.8148	846.1552	1219.1031	788.6861
Abtb2	1772.2379	2095.5627	1393.7631	2003.2496	2307.0657	1353.3884
Acaa1a	1920.7742	2246.5448	2683.4693	1779.3285	2570.4929	2206.8093
Acaa1b	6.3357	5.0333	1.163	4.5035	11.3632	2.2337
Acaa2	2016.2175	2802.1371	3014.3011	1979.5664	2698.5587	2082.4565
Acaca	3198.8155	2638.0794	1988.425	3211.038	2330.0454	2263.1064
Acacb	116.1694	91.599	142.6319	169.6352	72.9423	90.9454
Acad10	243.8485	437.8354	743.5902	305.1926	484.1046	439.2055
Acad11	2540.3359	3064.8423	4694.3534	2189.7268	2614.2761	3024.6173
Acad12	155.6673	199.2927	429.9018	151.1787	162.4609	182.8774
Acad8	2139.6558	2279.759	2287.8156	2161.7483	2108.2756	2261.9645
Acad9	2866.4279	2694.4452	2783.0133	2822.2613	2537.2214	2694.6853
Acadl	4205.4386	4925.8912	5780.04	4501.0666	5138.951	4849.5568
Acadm	3315.7664	3220.8541	4216.5912	2983.4685	2932.8568	3501.659
Acads	1894.6889	2231.4444	2444.5263	1652.4903	2031.2257	2025.0723
Acadsb	9000.8609	10200.0333	11795.8028	7976.5407	7597.0726	8469.1633
Acadvl	5541.8383	6364.2036	8142.4306	5407.9595	6465.3439	6701.5157
Acan	0	0	0	0	0	0
Acap1	5.3763	3.0252	7.5366	6.3444	7.275	6.4855
Acap2	11128.861	11355.5157	9699.5045	10978.2568	11050.4207	9944.6862
Acap3	2344.9645	2404.5692	2406.7758	2063.8319	2466.4137	3281.9479
Acat1	7426.6659	9219.6877	10069.1711	7137.5488	7994.7604	9727.1717
Acat2	5345.047	3119.1949	1892.2523	4482.2781	1782.4745	2291.2833
Acat3	36.0708	25.1679	34.5735	43.6256	21.9091	26.0177
Acbd3	10899.1743	12364.045	10563.3844	11390.4747	13802.0637	10779.8089
Acbd4	918.4581	1126.2921	1410.8704	931.3084	1247.2397	1082.8648
Acbd5	4404.569	4204.2178	4066.4032	3892.242	3779.2729	3809.9989
