Gene	D1_Control.	D2_Control.	D3_Control.	D4_Control.	D5.ntr	D6_Control.	D1_Treated.	D2_Treated.	D3_Treated.	D4_Treated.	D5_Treated.	D6_Treated.
Vmn1r216	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn1r217	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r218	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r219	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r223	0.0131	0.0	0.0	0.0	0.53064999999999996	1.0613	1.9239	0.0	0.0	0.0	0.0174	2.7037
Vmn1r224	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r225	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn1r226	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r227	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r228	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r229	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r230	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r231	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r232	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn1r233	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r234	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn1r235	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r236	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r237	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r238	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r25	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn1r26	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r29	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r3	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r30	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r31	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r32	1.2209	2.6243	2.6529	2.4994	2.8686499999999997	3.2379	11.4714	3.5469	2.9237	2.7218	4.6968	0.2889
Vmn1r33	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r34	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.8013	0.0	0.0	0.0036	0.0101
Vmn1r35	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r36	0.008	0.0	0.0	0.0	1.04135	2.0827	0.0	0.0	0.0	0.0	0.0106	1.4089
Vmn1r37	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r38	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r39	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r4	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r40	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r41	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r43	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
Vmn1r44	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r45	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	3.8238
Vmn1r46	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r47	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn1r48	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r49	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r5	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r50	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
Vmn1r51	0.0155	0.0	0.0	0.86	0.96239999999999992	1.0648	0.0	0.0	0.0	0.9228	0.0207	3.9644
Vmn1r52	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	1.1186	1.3792
Vmn1r53	0.0454	0.8416	5.5307	0.7888	1.4694500000000001	2.1501	1.8794	0.5743	0.9678	0.0	5.6591	3.1509
Vmn1r54	0.008	0.9133	0.0	0.0	0.52685000000000004	1.0537	0.0	0.0	0.0	0.0	0.0106	1.4086
Vmn1r55	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r56	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r57	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn1r58	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r59	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r6	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r60	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r61	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r62	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r63	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r64	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r65	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r66	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r67	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r68	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn1r69	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r7	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r70	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r71	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn1r72	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r73	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	1.108	0.0102
Vmn1r74	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r75	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r76	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r77	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn1r78	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r8	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn1r80	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r82	0.008	0.0	0.0	0.0	0.52685000000000004	1.0537	0.0	0.0	0.9826	0.0	0.0106	1.4087
Vmn1r83	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r84	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r85	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn1r86	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r87	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r88	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn1r89	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r90	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r91	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn1r93	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps11	0.008	0.0	0.0	0.0	1.0412999999999999	2.0826	0.0	0.0	0.0	0.9361	0.0106	0.03
Vmn2r-ps129	2.1916	0.0	0.0	0.0	0.53559999999999997	1.0712	0.9426	0.0	0.9769	0.0	1.1703	2.8096
Vmn2r-ps159	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps54	0.0219	0.0	2.783	0.0	0.0062500000000000003	0.0125	0.9409	2.3444	0.0	0.0	1.1755	1.5574
Vmn2r-ps60	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r1	0.0768	3.5241	3.5605	8.7345	4.3889500000000004	0.0434	2.8031	1.2066	7.8389	3.6476	5.8518	7.7724
Vmn2r10	0.008	0.0	0.0	0.0	1.04135	2.0827	0.0	0.0	0.0	0.0	0.0106	1.4089
Vmn2r100	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r101	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r102	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r103	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	3.8238
Vmn2r104	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r105	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r106	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r107	0.0105	0.0	0.0	0.0	1.5577000000000001	3.1154	0.0	0.0	0.0	0.9315	0.0139	0.0397
Vmn2r108	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r109	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r11	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r110	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r111	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r112	0.013	0.0	0.9089	0.8677	1.48065	2.0936	0.0	0.0	0.0	0.0	0.0172	1.4636
Vmn2r113	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn2r114	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r115	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r116	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r117	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
Vmn2r118	4.3632	0.8621	0.8727	0.8159	0.41724999999999995	0.0186	0.9307	1.423	0.9721	0.0	1.2073	2.9825
Vmn2r12	0.0106	0.0	0.0	0.0	1.0442499999999999	2.0885	0.0	0.0	0.0	0.0	0.0141	2.6663
Vmn2r120	0.0156	0.0	0.0	0.0	1.5645500000000001	3.1291	0.0	0.0	0.0	0.0	0.0208	3.9659
Vmn2r121	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r122	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r123	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r124	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	1.1287	2.6267
Vmn2r13	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn2r14	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r15	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r16	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r17	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r18	1.1536	0.0	2.7479	0.0	0.54315000000000002	1.0863	2.8633	0.6258	0.9722	0.8981	1.2072	2.9822
Vmn2r19	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r2	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.984	0.0	1.1185	0.0202
Vmn2r20	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.9854	0.0	0.0036	0.0102
Vmn2r21	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r22	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r23	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r24	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r25	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn2r26	0.0105	0.0	0.0	0.0	0.52880000000000005	1.0576	0.0	0.0	0.9813	0.9314	0.014	1.4369
Vmn2r27	0.0105	0.0	0.9142	0.0	1.0441499999999999	2.0883	0.0	0.0	0.0	0.0	0.014	1.437
Vmn2r28	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn2r29	9.1476	11.535	10.7337	4.963	9.9856499999999997	15.0083	7.501	6.175	12.6993	10.9824	14.1653	22.3801
Vmn2r3	0.0222	0.8814	0.0	0.0	2.0884	4.1768	0.0	0.0	0.0	1.8663	2.2666	0.0855
Vmn2r30	1.1203	0.0	0.0	0.8539	0.432	0.0101	0.0	1.5345	0.0	0.9195	0.0235	2.7717
Vmn2r31	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r32	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r33	0.008	0.0	0.0	0.0	0.52685000000000004	1.0537	0.0	0.0	0.0	0.9361	0.0106	1.4087
Vmn2r34	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r35	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r36	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r37	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r38	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.9637	0.0	0.0	0.0	0.0036	0.0102
Vmn2r39	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn2r40	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r41	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r42	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r43	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r44	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r45	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.8013	0.0	0.0	0.0036	0.0101
Vmn2r47	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r48	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r49	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r5	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn2r50	0.0079	0.0	0.0	0.8841	0.96884999999999999	1.0536	0.0	0.0	0.0	0.9362	0.0105	0.0299
Vmn2r51	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	3.8238
Vmn2r52	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.9854	0.0	0.0036	0.0102
Vmn2r53	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r54	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r55	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r56	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r57	6.8066	8.9492	8.1077	5.9451	5.6694499999999994	5.3938	4.6889	2.6192	4.8744	4.5439	4.8163	11.0647
Vmn2r58	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r59	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r6	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r60	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r61	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn2r62	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r63	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r65	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.984	0.0	0.0072	1.379
Vmn2r66	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn2r67	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn2r68	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r69	0.0107	0.0	0.0	0.0	0.52890000000000004	1.0578	0.0	0.0	0.0	0.0	0.0142	3.8731
Vmn2r7	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn2r70	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r71	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r72	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r73	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn2r74	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r75	0.008	0.0	0.0	0.0	1.04135	2.0827	0.0	0.0	0.0	0.0	0.0106	1.4089
Vmn2r76	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.9854	0.0	0.0036	0.0102
Vmn2r77	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r78	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r79	0.0106	0.0	0.0	0.0	1.0442499999999999	2.0885	0.0	0.0	0.0	0.0	0.0141	2.6663
Vmn2r8	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
Vmn2r80	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	1.1287	2.6267
Vmn2r81	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
Vmn2r82	4.3134	0.8812	0.8904	0.0	0.0064000000000000003	0.0128	1.9092	0.0	0.0	0.0	0.0297	1.5616
Vmn2r83	0.0054	0.9202	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn2r84	0.0535	0.8298	0.8428	0.7734	4.0767499999999997	7.3801	0.9141	1.3058	0.0	4.6471	6.8116	3.2546
Vmn2r85	0.0741	1.7053	1.7277	4.2662	3.7550500000000002	3.2439	0.9004	0.0	2.9219	11.2026	3.5895	14.5176
Vmn2r86	1.246	7.1576	5.3758	1.5815	2.9509500000000002	4.3204	2.792	1.1697	5.8625	7.3763	10.411	9.4102
Vmn2r87	14.8858	17.6842	24.1917	25.5769	26.2164	26.8559	14.0841	19.1303	21.4788	23.8165	45.8426	22.1306
Vmn2r88	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
Vmn2r89	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r9	0.008	0.0	0.0	0.8839	0.96880000000000011	1.0537	0.0	0.0	0.0	0.0	0.0106	1.4086
Vmn2r90	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.9637	0.0	0.0	0.0	0.0036	0.0102
Vmn2r91	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r92	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
Vmn2r93	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmn2r94	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r95	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	3.8238
Vmn2r96	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r97	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r98	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Vmn2r99	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
Vmo1	1.1642	0.8533	1.7944	0.8043	1.992	3.1797	0.0	2.2008	1.9551	1.8356	1.2217	1.7135
Vmp1	603.4473	742.0556	588.5816	683.1301	711.92454999999995	740.719	594.6385	636.4419	625.0009	711.8093	766.6718	820.4179
Vnn1	23.9031	33.7978	43.1661	16.0472	17.189799999999998	18.3324	23.5415	28.5787	26.3657	12.7293	48.2777	14.2354
Vnn3	0.0179	0.0	0.0	0.0	2.59605	5.1921	0.0	0.0	0.0	0.0	1.1627	1.5157
Vopp1	1333.9442	1287.0995	1042.8649	825.2998	805.08195000000001	784.8641	1230.8223	1326.0681	1102.5567	840.9263	830.9284	721.5325
Vprbp	1628.2876	1374.0096	1333.1428	1252.956	1154.90535	1056.8547	1542.754	1535.0255	1413.1066	1338.408	1191.6981	1083.497
Vpreb1	2.2968	2.6561	4.5468	0.0	1.08325	2.1665	3.7896	2.8593	3.9154	1.8047	1.2696	3.2977
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb3	11.254	4.362	6.2382	5.0279	4.6890499999999999	4.3502	7.5367	14.0042	10.7587	1.7472	6.0018	9.8522
Vps11	498.8868	570.7412	530.3828	677.2834	565.50274999999999	453.7221	542.8285	544.4576	525.3945	579.9014	574.425	389.7908
Vps13a	1184.1078	1127.2021	1256.9758	1251.2577	1401.8213500000002	1552.385	1249.6288	1049.5033	1312.5153	1295.3474	1337.6191	1913.1117
Vps13b	2412.5395	2534.0306	3139.3398	3694.2933	3904.2892999999995	4114.2853	2636.8417	2610.8357	3104.5284	3750.5233	3667.4003	4401.0266
Vps13c	926.1211	820.9888	880.6824	981.2851	957.76755000000003	934.25	1064.0069	819.7975	961.9276	949.0739	790.5512	1055.7732
Vps13d	2407.9836	2413.315	3186.8412	3556.3041	3495.5873499999998	3434.8706	2640.6169	2775.0275	3250.044	3616.7751	3456.1466	3829.293
Vps16	1346.47	1217.8209	1154.8704	1168.6852	1033.748	898.8108	1201.5911	1141.0404	1115.2488	991.1865	1036.1862	741.8765
Vps18	321.5883	390.6117	330.6038	371.4444	292.19074999999998	212.9371	338.3329	374.7591	333.0135	332.5468	278.9942	207.1437
Vps25	514.7676	527.2367	496.3308	507.6557	570.95375000000001	634.2518	456.1065	475.8823	483.3993	505.6746	532.902	501.0232
Vps26a	853.4351	951.5023	860.0623	883.2731	1033.4448	1183.6165	912.2464	939.7622	895.514	931.6572	917.4901	1131.8235
Vps26b	1455.6645	1554.1955	1518.6058	1588.6153	1551.1675	1513.7197	1507.8595	1564.193	1411.1456	1632.4954	1571.4175	1254.3749
Vps28	501.1538	597.3899	450.6046	549.4137	625.68769999999995	701.9617	404.2545	554.4728	489.2575	583.5705	580.3468	410.0173
Vps29	397.7788	561.916	415.6773	469.3362	507.72170000000006	546.1072	379.7607	434.5052	447.2677	480.0369	452.2258	485.644
Vps33a	788.5995	719.8288	772.3014	759.8033	735.76075000000003	711.7182	693.6025	788.545	756.8457	794.2654	724.022	629.8793
Vps33b	292.0515	302.6725	275.9215	344.1866	319.91964999999999	295.6527	268.5695	301.1288	289.0632	311.4793	315.6865	240.7061
